0.0290 0.2342 0.1792 -0.1974 0.0343 -0.0032 0.1134 -0.0447 0.5227 0.0341 0.4729 0.3310 0.5011 0.3962 0.2737 0.2096 0.2556 0.4507 0.3743 0.8447 0.3380 0.9199 -1
0.5090 0.2048 0.2066 0.1023 0.0668 0.0939 0.3801 0.3067 0.1655 0.0341 0.1337 0.8110 0.4717 0.4236 0.5734 0.2421 0.3527 0.7173 0.7257 0.4875 0.3380 0.5806 -1
0.6290 0.1901 0.5490 0.1568 0.1156 0.0745 0.5493 0.3315 0.1043 -0.0590 0.2408 0.9310 0.4570 0.7660 0.6279 0.2909 0.3333 0.8866 0.7505 0.4263 0.2450 0.6878 -1
0.2490 0.2342 0.2477 -0.0175 0.1075 0.1133 0.3442 0.2111 0.2064 0.0806 0.0979 0.5510 0.5011 0.4647 0.4535 0.2828 0.3721 0.6814 0.6301 0.5283 0.3845 0.5449 -1
0.2690 0.0871 0.1655 -0.0066 0.0993 0.1036 0.3852 0.3240 0.3696 -0.0241 0.0444 0.5710 0.3540 0.3825 0.4644 0.2746 0.3624 0.7224 0.7430 0.6916 0.2799 0.4913 -1
0.4290 0.1312 0.3435 0.5002 0.3595 0.1619 0.6263 0.6550 0.0737 0.2085 -0.1342 0.7310 0.3982 0.5606 0.9712 0.5348 0.4207 0.9635 1.0741 0.3957 0.5124 0.3128 -1
0.3290 0.1165 0.4120 -0.2056 0.1400 0.2104 0.1134 0.0907 0.3594 0.0573 0.2765 0.6310 0.3835 0.6291 0.2655 0.3153 0.4692 0.4507 0.5097 0.6814 0.3613 0.7235 -1
0.2690 -0.0599 0.4531 -0.2246 0.1644 0.4337 0.4058 0.0576 0.1349 0.4294 0.2408 0.5710 0.2070 0.6702 0.2464 0.3397 0.6925 0.7430 0.4766 0.4569 0.7334 0.6878 -1
0.1690 0.1607 0.2614 -0.0557 0.1725 0.3269 0.4673 0.1584 0.3594 0.1038 0.1515 0.4710 0.4276 0.4784 0.4154 0.3478 0.5857 0.8045 0.5775 0.6814 0.4078 0.5985 -1
0.4890 -0.0232 0.3435 -0.1592 0.1806 0.5356 0.7545 0.2638 0.1859 0.3015 0.0087 0.7910 0.2438 0.5606 0.3118 0.3559 0.7945 1.0917 0.6828 0.5079 0.6055 0.4556 -1
0.1490 0.2195 0.3983 -0.0257 0.0831 0.0454 0.1391 0.0832 0.4308 0.0806 0.3479 0.4510 0.4864 0.6154 0.4453 0.2584 0.3042 0.4763 0.5022 0.7528 0.3845 0.7949 -1
0.2690 -0.0599 0.4531 -0.2246 0.1644 0.4337 0.4058 0.0576 0.1349 0.4294 0.2408 0.5710 0.2070 0.6702 0.2464 0.3397 0.6925 0.7430 0.4766 0.4569 0.7334 0.6878 -1
0.5490 0.3960 0.2066 0.3258 0.0668 0.2201 0.5134 0.3691 0.1247 0.0922 0.2587 0.8510 0.6629 0.4236 0.7968 0.2421 0.4789 0.8507 0.7881 0.4467 0.3962 0.7056 -1
0.3490 0.0136 0.2614 0.2713 0.1319 0.1036 0.2468 0.3608 0.1145 0.1155 0.1872 0.6510 0.2805 0.4784 0.7423 0.3072 0.3624 0.5840 0.7799 0.4365 0.4194 0.6342 -1
0.2290 0.2342 0.2888 -0.1211 0.1075 0.1133 0.2929 -0.0508 0.3186 0.0573 0.5801 0.5310 0.5011 0.5058 0.3500 0.2828 0.3721 0.6301 0.3683 0.6406 0.3613 1.0271 -1
0.2290 0.1754 0.2477 -0.1919 0.0099 -0.0517 0.0468 -0.0447 0.2166 0.1852 0.4908 0.5310 0.4423 0.4647 0.2791 0.1852 0.2071 0.3840 0.3743 0.5385 0.4892 0.9378 -1
0.5090 -0.0011 0.3161 -0.1919 0.1400 0.3172 0.4160 0.1283 0.2166 0.1038 0.2944 0.8110 0.2658 0.5332 0.2791 0.3153 0.5760 0.7532 0.5474 0.5385 0.4078 0.7413 -1
0.3490 0.4254 0.1244 -0.1538 0.0912 0.0648 0.1596 -0.0222 0.0839 0.1038 0.4908 0.6510 0.6923 0.3414 0.3173 0.2665 0.3236 0.4968 0.3969 0.4059 0.4078 0.9378 -1
0.3690 0.0283 0.3709 -0.1810 0.0993 0.1133 0.1493 0.1359 0.1553 0.2201 0.1694 0.6710 0.2952 0.5880 0.2900 0.2746 0.3721 0.4866 0.5549 0.4773 0.5241 0.6163 -1
0.1690 0.1607 0.3435 -0.0666 0.0668 0.2104 0.1647 -0.0222 0.4002 0.0457 0.5265 0.4710 0.4276 0.5606 0.4045 0.2421 0.4692 0.5019 0.3969 0.7222 0.3497 0.9735 -1
0.4290 0.0136 0.3709 -0.2083 0.1644 0.1230 0.1032 -0.0071 0.2676 0.0224 0.5087 0.7310 0.2805 0.5880 0.2628 0.3397 0.3818 0.4404 0.4119 0.5896 0.3264 0.9556 -1
0.2490 0.3077 0.4531 -0.1483 0.1237 0.1521 0.2570 0.1073 0.3696 0.2783 0.3122 0.5510 0.5746 0.6702 0.3227 0.2990 0.4110 0.5942 0.5263 0.6916 0.5822 0.7592 -1
0.4090 0.1607 0.3161 0.1378 0.0750 0.1133 0.2417 0.1268 0.1247 0.3364 0.5265 0.7110 0.4276 0.5332 0.6088 0.2503 0.3721 0.5789 0.5459 0.4467 0.6404 0.9735 -1
0.3090 0.0136 0.3298 0.1514 0.2294 -0.0226 0.3288 0.4970 0.2880 0.1038 -0.2056 0.6110 0.2805 0.5469 0.6224 0.4047 0.2362 0.6660 0.9161 0.6100 0.4078 0.2413 -1
0.1890 0.4254 0.0696 -0.1374 0.1563 0.0842 0.4776 0.2412 0.4717 0.1852 0.1337 0.4910 0.6923 0.2866 0.3336 0.3316 0.3430 0.8148 0.6602 0.7936 0.4892 0.5806 -1
0.1890 0.2930 0.2888 -0.2028 0.0831 0.1619 0.1442 -0.0026 0.3696 0.2434 0.3837 0.4910 0.5599 0.5058 0.2682 0.2584 0.4207 0.4814 0.4164 0.6916 0.5473 0.8306 -1
0.1490 0.1018 0.2888 -0.2137 0.0587 0.0648 0.1596 -0.0161 0.3798 0.0922 0.4551 0.4510 0.3688 0.5058 0.2573 0.2340 0.3236 0.4968 0.4029 0.7018 0.3962 0.9021 -1
0.4290 0.2636 0.2477 -0.1156 0.0912 0.0939 0.3442 -0.0146 0.2676 0.0341 0.5801 0.7310 0.5305 0.4647 0.3554 0.2665 0.3527 0.6814 0.4044 0.5896 0.3380 1.0271 -1
0.2490 0.3224 0.2066 -0.0230 0.1156 0.2589 0.3647 0.1389 0.2370 0.0922 0.2408 0.5510 0.5893 0.4236 0.4481 0.2909 0.5178 0.7019 0.5579 0.5589 0.3962 0.6878 -1
0.4290 0.2783 0.2614 -0.1538 0.1075 0.1619 0.2468 -0.0402 0.1962 0.1038 0.6515 0.7310 0.5452 0.4784 0.3173 0.2828 0.4207 0.5840 0.3788 0.5181 0.4078 1.0985 -1
0.1690 0.0430 0.2477 -0.2083 0.0668 -0.0614 0.0519 0.0456 0.2574 0.0108 0.1872 0.4710 0.3099 0.4647 0.2628 0.2421 0.1974 0.3891 0.4646 0.5794 0.3148 0.6342 -1
0.4690 0.0577 0.5490 -0.1865 0.1237 0.2492 0.4365 0.0982 0.3288 0.1038 0.4908 0.7710 0.3246 0.7660 0.2846 0.2990 0.5080 0.7737 0.5173 0.6508 0.4078 0.9378 -1
0.2490 0.3518 0.1792 -0.1810 0.0018 -0.1294 -0.0558 -0.0462 0.0431 0.5108 0.5622 0.5510 0.6188 0.3962 0.2900 0.1771 0.1294 0.2814 0.3728 0.3651 0.8148 1.0092 -1
0.2090 0.2783 0.4120 -0.1102 0.0343 0.0162 0.2981 0.0832 0.3900 0.0457 0.2587 0.5110 0.5452 0.6291 0.3609 0.2096 0.2750 0.6353 0.5022 0.7120 0.3497 0.7056 -1
0.3490 0.0577 0.4531 0.2113 0.2132 0.1230 0.4263 0.4067 0.1247 0.4527 0.0087 0.6510 0.3246 0.6702 0.6824 0.3885 0.3818 0.7635 0.8258 0.4467 0.7566 0.4556 -1
0.3090 0.1607 0.3435 -0.0339 0.2538 0.0356 0.3237 0.1532 0.2064 0.1271 0.3837 0.6110 0.4276 0.5606 0.4372 0.4291 0.2945 0.6609 0.5722 0.5283 0.4310 0.8306 -1
0.4090 0.2195 0.2751 0.1296 0.0180 0.1619 0.2929 0.1298 0.1553 0.3480 0.5265 0.7110 0.4864 0.4921 0.6006 0.1933 0.4207 0.6301 0.5489 0.4773 0.6520 0.9735 -1
0.3690 0.0871 0.2888 -0.1919 0.1644 0.0065 0.1442 0.1637 0.1757 0.1271 0.1515 0.6710 0.3540 0.5058 0.2791 0.3397 0.2653 0.4814 0.5827 0.4977 0.4310 0.5985 -1
0.3090 0.1901 0.3161 -0.1756 0.1725 0.1521 0.1186 0.1471 0.3798 0.3829 0.2051 0.6110 0.4570 0.5332 0.2955 0.3478 0.4110 0.4558 0.5662 0.7018 0.6869 0.6521 -1
0.4090 -0.0893 0.3161 -0.0339 0.2782 0.3949 0.3955 0.4293 0.5635 0.1038 -0.0806 0.7110 0.1776 0.5332 0.4372 0.4535 0.6537 0.7327 0.8483 0.8855 0.4078 0.3663 -1
0.3890 0.0430 0.3846 0.0533 0.0343 0.0551 0.1545 0.1584 0.3900 0.1620 0.4194 0.6910 0.3099 0.6017 0.5244 0.2096 0.3139 0.4917 0.5775 0.7120 0.4659 0.8663 -1
0.4890 0.1165 0.3846 0.0914 -0.0226 -0.0420 0.1340 0.3014 0.0023 0.1503 0.1515 0.7910 0.3835 0.6017 0.5625 0.1527 0.2168 0.4712 0.7204 0.3243 0.4543 0.5985 -1
0.5690 -0.0011 0.1929 -0.1919 0.0506 0.2007 0.3134 0.2126 0.3798 0.0690 0.1515 0.8710 0.2658 0.4099 0.2791 0.2259 0.4595 0.6507 0.6316 0.7018 0.3729 0.5985 -1
0.1890 0.2489 0.1792 -0.1538 0.0587 0.0065 0.3493 -0.0372 0.4206 0.4992 0.7229 0.4910 0.5158 0.3962 0.3173 0.2340 0.2653 0.6866 0.3818 0.7426 0.8031 1.1699 -1
0.3290 -0.0158 0.3572 -0.1865 0.1563 0.0745 0.1955 -0.0207 0.1962 0.4643 0.4551 0.6310 0.2511 0.5743 0.2846 0.3316 0.3333 0.5327 0.3984 0.5181 0.7683 0.9021 -1
0.4490 0.2195 0.2066 0.0206 0.0831 0.0454 0.2724 0.2593 -0.0794 0.3596 0.0801 0.7510 0.4864 0.4236 0.4917 0.2584 0.3042 0.6096 0.6783 0.2426 0.6636 0.5271 -1
0.3690 0.3224 0.3435 0.1187 -0.0226 0.1910 0.3391 0.1675 0.1859 0.1038 0.3837 0.6710 0.5893 0.5606 0.5897 0.1527 0.4498 0.6763 0.5865 0.5079 0.4078 0.8306 -1
0.4890 0.1165 0.2614 0.1105 0.0424 -0.0420 0.0570 0.1870 -0.0589 0.0224 0.2944 0.7910 0.3835 0.4784 0.5816 0.2177 0.2168 0.3942 0.6061 0.2630 0.3264 0.7413 -1
0.3690 0.0136 0.2614 -0.2246 0.0343 0.1327 0.2314 0.0749 0.1553 0.1155 0.2051 0.6710 0.2805 0.4784 0.2464 0.2096 0.3915 0.5686 0.4939 0.4773 0.4194 0.6521 -1
0.2890 -0.0011 0.2477 -0.2028 0.1156 0.0162 0.1596 0.1283 0.4717 0.0806 0.2051 0.5910 0.2658 0.4647 0.2682 0.2909 0.2750 0.4968 0.5474 0.7936 0.3845 0.6521 -1
0.2490 -0.1040 0.4394 -0.2301 0.1400 -0.0129 0.0468 -0.0011 0.1451 0.2434 0.2765 0.5510 0.1629 0.6565 0.2410 0.3153 0.2459 0.3840 0.4179 0.4671 0.5473 0.7235 -1
0.4490 0.1165 0.2614 0.5002 0.2619 0.3560 0.7083 0.6550 0.1247 0.0341 -0.1521 0.7510 0.3835 0.4784 0.9712 0.4372 0.6148 1.0455 1.0741 0.4467 0.3380 0.2949 -1
0.3490 0.2489 0.4257 -0.1701 0.0831 0.1521 0.2263 -0.0492 -0.0283 0.1503 0.4194 0.6510 0.5158 0.6428 0.3009 0.2584 0.4110 0.5635 0.3698 0.2936 0.4543 0.8663 -1
0.2690 0.1460 0.3983 -0.2355 0.2294 -0.1100 0.3750 0.2036 0.4615 0.1736 0.1158 0.5710 0.4129 0.6154 0.2355 0.4047 0.1488 0.7122 0.6226 0.7834 0.4776 0.5628 -1
0.3090 0.1018 0.3709 -0.1647 0.0343 0.1716 0.3442 -0.0071 0.2880 0.0108 0.4729 0.6110 0.3688 0.5880 0.3064 0.2096 0.4304 0.6814 0.4119 0.6100 0.3148 0.9199 -1
0.3290 0.1018 0.2888 0.3312 0.0262 -0.0712 0.0519 0.2946 0.1349 0.2317 0.5265 0.6310 0.3688 0.5058 0.8023 0.2015 0.1877 0.3891 0.7137 0.4569 0.5357 0.9735 -1
0.1890 0.1901 0.2888 -0.1756 0.0587 0.1910 0.3852 -0.0733 0.4206 0.0690 0.5444 0.4910 0.4570 0.5058 0.2955 0.2340 0.4498 0.7224 0.3457 0.7426 0.3729 0.9913 -1
0.2690 0.2489 0.3024 0.0424 -0.0226 -0.0032 0.0058 -0.0064 0.2268 -0.0706 0.6337 0.5710 0.5158 0.5195 0.5135 0.1527 0.2556 0.3430 0.4127 0.5487 0.2334 1.0806 -1
0.4690 0.0283 0.2203 -0.2083 0.2294 0.2201 0.2058 0.2954 0.5431 0.3596 0.1158 0.7710 0.2952 0.4373 0.2628 0.4047 0.4789 0.5430 0.7144 0.8651 0.6636 0.5628 -1
0.3090 0.0283 0.3161 -0.2083 0.1400 0.1230 0.3340 0.1735 0.3696 0.2201 0.1694 0.6110 0.2952 0.5332 0.2628 0.3153 0.3818 0.6712 0.5925 0.6916 0.5241 0.6163 -1
0.2490 0.1901 0.3161 -0.1919 0.0750 0.1133 0.3237 0.0907 0.2880 0.0690 0.2408 0.5510 0.4570 0.5332 0.2791 0.2503 0.3721 0.6609 0.5097 0.6100 0.3729 0.6878 -1
0.1490 0.1386 0.2614 0.0914 0.1075 0.2687 0.4263 0.2329 0.3696 0.1038 0.1694 0.4510 0.4055 0.4784 0.5625 0.2828 0.5275 0.7635 0.6520 0.6916 0.4078 0.6163 -1
0.3890 0.2342 0.7271 0.1241 0.1237 0.2687 0.3340 0.1155 0.2370 0.0922 0.6337 0.6910 0.5011 0.9441 0.5952 0.2990 0.5275 0.6712 0.5346 0.5589 0.3962 1.0806 -1
0.2890 0.2048 0.3983 -0.1265 0.1237 0.0065 0.1801 0.0982 0.1757 -0.0008 0.2051 0.5910 0.4717 0.6154 0.3445 0.2990 0.2653 0.5173 0.5173 0.4977 0.3031 0.6521 -1
0.3090 0.0724 0.3161 -0.1647 0.0424 0.1716 0.1288 0.0651 0.2778 0.2783 0.3658 0.6110 0.3393 0.5332 0.3064 0.2177 0.4304 0.4660 0.4842 0.5998 0.5822 0.8128 -1
0.2690 -0.1040 0.2066 0.0424 0.1319 0.0648 0.2058 0.3924 0.6043 0.1620 0.1158 0.5710 0.1629 0.4236 0.5135 0.3072 0.3236 0.5430 0.8115 0.9263 0.4659 0.5628 -1
0.0090 0.1460 0.3161 -0.0393 0.0750 0.3852 0.5699 -0.0252 0.4615 -0.0473 0.4908 0.3110 0.4129 0.5332 0.4317 0.2503 0.6440 0.9071 0.3939 0.7834 0.2566 0.9378 -1
0.3490 0.0136 0.2614 0.2713 0.1319 0.1036 0.2468 0.3608 0.1145 0.1155 0.1872 0.6510 0.2805 0.4784 0.7423 0.3072 0.3624 0.5840 0.7799 0.4365 0.4194 0.6342 -1
0.1890 0.1460 0.2477 -0.0121 0.0993 -0.0420 0.1545 0.0516 0.1043 -0.0241 0.3479 0.4910 0.4129 0.4647 0.4590 0.2746 0.2168 0.4917 0.4706 0.4263 0.2799 0.7949 -1
0.4690 0.0136 0.2751 -0.2192 0.1725 -0.0614 0.3904 0.1434 0.2064 0.1503 0.2587 0.7710 0.2805 0.4921 0.2519 0.3478 0.1974 0.7276 0.5624 0.5283 0.4543 0.7056 -1
0.4090 0.2048 0.3024 0.2113 0.1075 0.2589 0.3750 0.1705 -0.0181 -0.0473 0.3837 0.7110 0.4717 0.5195 0.6824 0.2828 0.5178 0.7122 0.5895 0.3038 0.2566 0.8306 -1
0.2490 0.2783 0.3161 -0.0666 0.1075 0.2492 0.1288 -0.0402 0.2064 0.1736 0.6158 0.5510 0.5452 0.5332 0.4045 0.2828 0.5080 0.4660 0.3788 0.5283 0.4776 1.0628 -1
0.7090 0.0871 0.3435 -0.2137 0.0993 0.3463 0.2211 0.1404 0.0737 0.2317 0.2051 1.0110 0.3540 0.5606 0.2573 0.2746 0.6051 0.5583 0.5594 0.3957 0.5357 0.6521 -1
0.4490 0.0871 0.4120 0.4893 0.2863 0.2978 0.6417 0.6024 -0.0181 0.1503 -0.1521 0.7510 0.3540 0.6291 0.9603 0.4616 0.5566 0.9789 1.0214 0.3038 0.4543 0.2949 -1
0.4090 -0.0305 0.2614 0.5165 0.2294 0.1036 0.4211 0.6039 -0.0385 0.0457 -0.1521 0.7110 0.2364 0.4784 0.9876 0.4047 0.3624 0.7583 1.0229 0.2834 0.3497 0.2949 -1
0.7890 0.1901 0.3572 -0.0339 0.0750 0.1327 0.4160 0.3526 0.1553 0.1155 0.2944 1.0910 0.4570 0.5743 0.4372 0.2503 0.3915 0.7532 0.7716 0.4773 0.4194 0.7413 -1
0.4490 -0.0158 0.2751 -0.2301 0.0668 0.2104 0.2878 -0.0237 0.1247 0.0573 0.4015 0.7510 0.2511 0.4921 0.2410 0.2421 0.4692 0.6250 0.3954 0.4467 0.3613 0.8485 -1
0.4690 0.0724 0.4257 0.5192 0.1563 0.2541 0.3211 0.7453 0.3696 0.0690 -0.1342 0.7710 0.3393 0.6428 0.9903 0.3316 0.5129 0.6583 1.1644 0.6916 0.3729 0.3128 -1
0.4890 -0.0158 0.2477 0.5601 0.2213 0.0648 0.3493 0.6400 -0.0998 0.0922 -0.2056 0.7910 0.2511 0.4647 1.0312 0.3966 0.3236 0.6866 1.0590 0.2222 0.3962 0.2413 -1
0.1690 0.0283 0.5490 -0.0175 0.1400 0.2492 0.2622 0.2713 0.3492 0.0341 -0.0628 0.4710 0.2952 0.7660 0.4535 0.3153 0.5080 0.5994 0.6903 0.6712 0.3380 0.3842 -1
0.3090 0.1607 0.2751 -0.1374 0.1237 0.0745 0.2058 0.0982 0.3288 0.0690 0.3122 0.6110 0.4276 0.4921 0.3336 0.2990 0.3333 0.5430 0.5173 0.6508 0.3729 0.7592 -1
0.3890 0.0871 0.3435 -0.1374 0.0750 0.0551 0.2776 0.0230 0.1451 0.0341 0.4551 0.6910 0.3540 0.5606 0.3336 0.2503 0.3139 0.6148 0.4420 0.4671 0.3380 0.9021 -1
0.6290 0.2048 0.3709 0.1623 0.0424 0.1036 0.3852 0.1961 0.0125 -0.0124 0.5622 0.9310 0.4717 0.5880 0.6333 0.2177 0.3624 0.7224 0.6151 0.3345 0.2915 1.0092 -1
0.2890 -0.0011 0.3435 -0.2028 0.5546 0.2298 0.3493 0.2939 0.2574 0.1620 -0.0449 0.5910 0.2658 0.5606 0.2682 0.7299 0.4886 0.6866 0.7129 0.5794 0.4659 0.4021 -1
0.0290 0.1165 0.3709 -0.2137 0.0993 0.2104 0.0570 -0.0598 0.2370 0.3364 0.4015 0.3310 0.3835 0.5880 0.2573 0.2746 0.4692 0.3942 0.3593 0.5589 0.6404 0.8485 -1
0.4890 0.0283 0.5490 0.2222 0.0587 0.0745 0.3340 0.3089 -0.0079 -0.0357 0.2051 0.7910 0.2952 0.7660 0.6933 0.2340 0.3333 0.6712 0.7280 0.3141 0.2683 0.6521 -1
0.0290 0.2342 0.1792 -0.1974 0.0343 -0.0032 0.1134 -0.0447 0.5227 0.0341 0.4729 0.3310 0.5011 0.3962 0.2737 0.2096 0.2556 0.4507 0.3743 0.8447 0.3380 0.9199 -1
0.3690 0.0136 0.3572 0.0097 0.2538 0.3366 0.3904 0.2239 0.1043 0.2201 0.2051 0.6710 0.2805 0.5743 0.4808 0.4291 0.5954 0.7276 0.6429 0.4263 0.5241 0.6521 -1
0.3290 0.0430 0.3161 -0.2246 0.1319 0.0648 0.0570 0.2036 0.4002 0.2201 0.0622 0.6310 0.3099 0.5332 0.2464 0.3072 0.3236 0.3942 0.6226 0.7222 0.5241 0.5092 -1
0.3090 0.2195 0.3435 0.0261 0.1725 0.0842 0.1237 0.1464 0.2880 0.2899 0.3837 0.6110 0.4864 0.5606 0.4971 0.3478 0.3430 0.4609 0.5654 0.6100 0.5938 0.8306 -1
0.3890 0.0283 0.3298 -0.1974 0.1319 0.0842 0.1596 -0.0071 0.0941 0.1271 0.4372 0.6910 0.2952 0.5469 0.2737 0.3072 0.3430 0.4968 0.4119 0.4161 0.4310 0.8842 -1
0.4690 0.3371 0.2614 0.0697 0.1156 0.0745 0.1545 0.1193 0.1655 0.2666 0.4908 0.7710 0.6040 0.4784 0.5407 0.2909 0.3333 0.4917 0.5383 0.4875 0.5706 0.9378 -1
0.4890 0.1165 0.2614 0.1105 0.0424 -0.0420 0.0570 0.1870 -0.0589 0.0224 0.2944 0.7910 0.3835 0.4784 0.5816 0.2177 0.2168 0.3942 0.6061 0.2630 0.3264 0.7413 -1
0.3490 0.2783 0.2340 0.1459 0.0912 0.2007 0.2878 0.0975 -0.0079 -0.0590 0.4194 0.6510 0.5452 0.4510 0.6170 0.2665 0.4595 0.6250 0.5165 0.3141 0.2450 0.8663 -1
0.4290 0.1460 0.2066 0.4021 0.1725 0.2881 0.2622 0.5542 0.0431 0.2434 0.0265 0.7310 0.4129 0.4236 0.8731 0.3478 0.5469 0.5994 0.9732 0.3651 0.5473 0.4735 -1
0.3090 -0.0158 0.3298 -0.2301 0.0343 0.0454 0.0417 0.0681 0.3084 0.0457 0.2765 0.6110 0.2511 0.5469 0.2410 0.2096 0.3042 0.3789 0.4872 0.6304 0.3497 0.7235 -1
0.3090 0.0871 0.4120 -0.1810 0.1075 0.2201 0.1596 0.0079 0.1962 0.0922 0.3658 0.6110 0.3540 0.6291 0.2900 0.2828 0.4789 0.4968 0.4270 0.5181 0.3962 0.8128 -1
0.1290 0.0136 0.6723 -0.2165 0.0912 0.1036 0.3186 -0.0041 0.5227 0.2899 0.3837 0.4310 0.2805 0.8893 0.2546 0.2665 0.3624 0.6558 0.4149 0.8447 0.5938 0.8306 -1
0.2890 0.1754 0.2888 -0.1265 0.1075 0.0648 0.0622 0.0358 0.2982 0.2899 0.4551 0.5910 0.4423 0.5058 0.3445 0.2828 0.3236 0.3994 0.4548 0.6202 0.5938 0.9021 -1
0.3890 0.2342 0.3024 -0.0557 0.1400 0.0259 0.1340 -0.0222 0.1859 0.1503 0.6337 0.6910 0.5011 0.5195 0.4154 0.3153 0.2847 0.4712 0.3969 0.5079 0.4543 1.0806 -1
0.3490 0.2636 0.3161 0.2059 0.0750 0.1036 0.2365 0.1494 0.1349 0.3480 0.5444 0.6510 0.5305 0.5332 0.6769 0.2503 0.3624 0.5737 0.5684 0.4569 0.6520 0.9913 -1
0.2090 0.1754 0.4394 0.3040 0.2050 0.3560 0.4211 0.2863 0.0941 0.2783 0.1991 0.5110 0.4423 0.6565 0.7750 0.3803 0.6148 0.7583 0.7054 0.4161 0.5822 0.6461 -1
